1789034473.204352834,1095, 3996, 203.46, 34
1789034473.727096823,1095, 3996, 203.47, 34
1789034474.249976922,1095, 3996, 203.50, 34
1789034474.775674508,1095, 3996, 203.51, 34
1789034475.298124111,1095, 3996, 203.48, 34
1789034475.820141966,1095, 3996, 203.47, 34
1789034476.339507672,1095, 3996, 203.47, 34
1789034476.862279783,1095, 3996, 203.47, 34
1789034477.381390911,1095, 3996, 203.78, 34
1789034477.903575697,1095, 3996, 231.40, 35
1789034478.427517149,1095, 3996, 238.25, 34
1789034478.987002836,1095, 3996, 208.18, 34
1789034479.506248004,1095, 3996, 203.63, 34
1789034480.179912023,1095, 3996, 203.62, 34
1789034480.701333977,1095, 3996, 203.47, 34
1789034481.223236946,1095, 3996, 203.51, 34
1789034481.755847106,1095, 3996, 203.51, 34
1789034482.277878875,1095, 3996, 203.47, 34
1789034482.798909313,1095, 3996, 203.48, 34
1789034483.320718174,1095, 3996, 203.46, 34
1789034483.843323311,1095, 3996, 203.69, 34
1789034484.366794690,1095, 3996, 206.40, 34
1789034484.905560536,1095, 3996, 217.02, 35
1789034485.428672379,1095, 3996, 226.64, 35
1789034485.992925394,1095, 3996, 219.45, 34
1789034486.515216653,1095, 3996, 232.97, 35
1789034487.090560866,1095, 3996, 235.70, 35
1789034487.613058985,1095, 3996, 215.40, 34
1789034488.136616097,1095, 3996, 203.46, 34
1789034488.659671552,1095, 3996, 203.61, 34
