1789030733.199781968,1095, 3996, 199.70, 34
1789030733.721847823,1095, 3996, 199.70, 34
1789030734.243500979,1095, 3996, 199.68, 34
1789030734.765784561,1095, 3996, 199.69, 34
1789030735.285165608,1095, 3996, 199.71, 34
1789030735.803292271,1095, 3996, 199.72, 34
1789030736.325823252,1095, 3996, 199.71, 34
1789030736.844805480,1095, 3996, 199.71, 34
1789030737.365461360,1095, 3996, 199.32, 34
1789030737.884664847,1095, 3996, 199.32, 34
1789030738.405662233,1095, 3996, 199.29, 34
1789030738.925901365,1095, 3996, 199.17, 34
1789030739.445018701,1095, 3996, 199.39, 34
1789030739.963966388,1095, 3996, 199.55, 34
1789030740.484782505,1095, 3996, 199.60, 34
1789030741.006157780,1095, 3996, 199.29, 34
1789030741.525829773,1095, 3996, 199.41, 34
1789030742.045970122,1095, 3996, 199.65, 34
1789030742.565618505,1095, 3996, 199.57, 34
1789030743.085020597,1095, 3996, 199.38, 34
1789030743.605352636,1095, 3996, 199.41, 34
1789030744.126295590,1095, 3996, 218.27, 35
1789030744.646392370,1095, 3996, 262.90, 35
1789030745.167968011,1095, 3996, 263.55, 34
1789030745.687610281,1095, 3996, 218.29, 34
1789030746.206854634,1095, 3996, 258.39, 35
1789030746.726248785,1095, 3996, 301.84, 35
1789030747.245190479,1095, 3996, 283.46, 35
1789030747.769821313,1095, 3996, 307.28, 35
1789030748.291354643,1095, 3996, 316.30, 36
1789030748.813269470,1095, 3996, 314.68, 35
1789030749.337904544,1095, 3996, 318.36, 36
1789030749.860378599,1095, 3996, 320.37, 36
1789030750.381391760,1095, 3996, 297.12, 35
1789030750.904991768,1095, 3996, 284.96, 35
1789030751.425310922,1095, 3996, 280.67, 35
1789030751.944701101,1095, 3996, 260.84, 35
1789030752.466566977,1095, 3996, 239.36, 35
1789030752.987479378,1095, 3996, 238.38, 35
1789030753.507815402,1095, 3996, 239.55, 35
1789030754.027027551,1095, 3996, 246.20, 35
1789030754.548946805,1095, 3996, 259.13, 35
1789030755.067875576,1095, 3996, 248.54, 35
1789030755.588415167,1095, 3996, 258.58, 35
1789030756.107584886,1095, 3996, 258.23, 35
1789030756.626415485,1095, 3996, 237.85, 35
1789030757.148639128,1095, 3996, 224.43, 34
1789030757.670942249,1095, 3996, 212.29, 34
1789030758.192282805,1095, 3996, 215.05, 35
1789030758.713339083,1095, 3996, 213.29, 34
1789030759.232600419,1095, 3996, 212.89, 34
