1789033208.195435719,1095, 3996, 199.47, 33
1789033208.717260344,1095, 3996, 199.47, 33
1789033209.237564360,1095, 3996, 199.62, 33
1789033209.758990278,1095, 3996, 199.62, 33
1789033210.280165698,1095, 3996, 199.47, 33
1789033210.801022739,1095, 3996, 199.47, 33
1789033211.321943780,1095, 3996, 199.47, 33
1789033211.842211567,1095, 3996, 199.51, 33
1789033212.362929649,1095, 3996, 199.51, 33
1789033212.882968616,1095, 3996, 199.70, 33
1789033213.404774432,1095, 3996, 225.56, 33
1789033213.926268051,1095, 3996, 234.80, 33
1789033214.449222698,1095, 3996, 208.21, 33
1789033214.969778203,1095, 3996, 199.70, 33
