1789033591.197805162,1095, 3996, 205.27, 35
1789033591.721104369,1095, 3996, 205.27, 35
1789033592.244788115,1095, 3996, 205.28, 35
1789033592.775534721,1095, 3996, 205.26, 35
1789033593.298211119,1095, 3996, 205.21, 35
1789033593.820786922,1095, 3996, 205.25, 35
1789033594.340883551,1095, 3996, 205.26, 35
1789033594.861058642,1095, 3996, 205.07, 35
1789033595.392105973,1095, 3996, 205.02, 35
1789033595.915541893,1095, 3996, 217.18, 36
1789033596.629942919,1095, 3996, 236.24, 35
1789033597.152050527,1095, 3996, 222.68, 35
1789033597.675948499,1095, 3996, 206.43, 35
1789033598.198397037,1095, 3996, 203.44, 35
