1789034637.183695316,1095, 3996, 199.48, 33
1789034637.707062416,1095, 3996, 199.47, 33
1789034638.230118089,1095, 3996, 199.63, 33
1789034638.750065825,1095, 3996, 199.63, 33
1789034639.269748453,1095, 3996, 199.47, 33
1789034639.788742507,1095, 3996, 199.47, 33
1789034640.311424593,1095, 3996, 199.47, 33
1789034640.831706368,1095, 3996, 199.51, 33
1789034641.354714692,1095, 3996, 200.12, 33
1789034641.876608605,1095, 3996, 228.49, 33
1789034642.399688229,1095, 3996, 232.26, 33
1789034642.919965864,1095, 3996, 203.62, 33
1789034643.442421625,1095, 3996, 199.78, 33
1789034644.019077556,1095, 3996, 199.78, 33
1789034644.538124681,1095, 3996, 199.47, 33
1789034645.059003684,1095, 3996, 199.66, 33
1789034645.580636200,1095, 3996, 199.66, 33
1789034646.102896033,1095, 3996, 199.47, 33
1789034646.625679470,1095, 3996, 199.47, 33
1789034647.149292344,1095, 3996, 199.47, 33
1789034647.671295068,1095, 3996, 199.78, 33
1789034648.197066515,1095, 3996, 204.36, 33
1789034648.740531833,1095, 3996, 220.00, 33
1789034649.305946560,1095, 3996, 226.96, 33
1789034649.851993198,1095, 3996, 223.60, 33
1789034650.375617263,1095, 3996, 225.14, 33
1789034650.939701570,1095, 3996, 215.14, 33
1789034651.463047726,1095, 3996, 204.84, 33
1789034651.985471080,1095, 3996, 199.78, 33
1789034652.676432026,1095, 3996, 199.78, 33
