1789031505.209747251,120, 3996, 183.26, 33
1789031506.219418307,2032, 3996, 219.55, 34
1789031506.739872393,2032, 3996, 253.59, 35
1789031507.262273242,2032, 3996, 251.43, 35
1789031507.805733389,2032, 3996, 251.43, 35
1789031508.330001365,2032, 3996, 251.20, 35
1789031508.855482920,2032, 3996, 251.20, 35
1789031509.377694758,2032, 3996, 251.62, 35
1789031509.901774460,2032, 3996, 251.62, 35
1789031510.424715195,2032, 3996, 251.27, 35
1789031510.948094686,2032, 3996, 251.24, 35
1789031511.473080676,2032, 3996, 251.08, 35
1789031511.996505880,2032, 3996, 251.12, 35
1789031512.519934446,2032, 3996, 251.27, 35
1789031513.043416793,2032, 3996, 251.27, 35
1789031513.566573625,2032, 3996, 251.27, 35
1789031514.087697467,2032, 3996, 251.27, 35
1789031514.610379847,2032, 3996, 251.23, 35
1789031515.132592833,2032, 3996, 251.24, 35
1789031515.651628879,2032, 3996, 251.27, 35
1789031516.173935666,2032, 3996, 251.27, 35
1789031516.697325326,2032, 3996, 251.31, 35
1789031517.221409980,2032, 3996, 251.31, 35
1789031517.742909521,2032, 3996, 251.27, 35
1789031518.265783209,2032, 3996, 251.27, 35
1789031518.789244915,2032, 3996, 251.31, 35
1789031519.340445606,2032, 3996, 251.12, 35
1789031519.986458441,2032, 3996, 251.12, 35
1789031520.508221257,2032, 3996, 251.31, 35
1789031521.028945644,2032, 3996, 251.31, 35
1789031521.549317216,2032, 3996, 251.31, 35
1789031522.071400414,2032, 3996, 251.27, 35
1789031522.594029248,2032, 3996, 251.31, 35
1789031523.116980960,2032, 3996, 251.31, 35
1789031523.641004576,2032, 3996, 251.27, 35
1789031524.173157408,2032, 3996, 251.43, 35
1789031524.709301134,2032, 3996, 251.62, 35
1789031525.423508256,2025, 3996, 251.58, 35
1789031525.946833123,2025, 3996, 251.31, 35
1789031526.469001594,2025, 3996, 251.31, 35
1789031526.993487264,375, 3996, 226.42, 34
1789031527.517178944,2032, 3996, 210.93, 35
1789031528.038232869,2032, 3996, 236.62, 35
1789031528.559764611,2032, 3996, 251.62, 35
1789031529.082595903,2032, 3996, 256.72, 35
