1789034114.220930433,120, 3996, 183.29, 33
1789034115.229208455,2032, 3996, 221.24, 34
1789034115.751802947,2032, 3996, 254.37, 34
1789034116.273855665,2032, 3996, 250.96, 34
1789034117.031356400,2032, 3996, 251.16, 34
1789034117.554691778,2025, 3996, 250.18, 35
1789034118.146116104,2025, 3996, 249.40, 35
1789034118.668041256,420, 3996, 221.59, 34
1789034119.192262719,345, 3996, 188.73, 33
1789034119.716841569,262, 3996, 185.51, 33
1789034120.244120040,202, 3996, 184.44, 33
1789034120.769266857,165, 3996, 183.47, 33
1789034121.293851940,630, 3996, 184.53, 33
1789034121.825527696,630, 3996, 186.73, 33
1789034122.349798043,630, 3996, 187.54, 33
1789034122.873788943,135, 3996, 187.46, 33
1789034123.400778368,120, 3996, 185.18, 33
1789034123.927840175,120, 3996, 183.30, 33
1789034124.455315598,120, 3996, 183.31, 33
