1789032912.196360176,120, 3996, 186.00, 33
1789032912.724808754,120, 3996, 186.00, 33
1789032913.251736662,120, 3996, 186.00, 33
1789032913.777463867,120, 3996, 185.94, 33
1789032914.299587307,120, 3996, 185.94, 33
1789032914.825024265,120, 3996, 186.00, 33
1789032915.347383383,120, 3996, 186.04, 33
1789032915.871704898,2032, 3996, 201.71, 33
1789032916.393931847,2032, 3996, 230.51, 34
1789032916.914227939,2032, 3996, 284.27, 35
1789032917.434167802,2032, 3996, 290.85, 34
1789032917.953150023,2032, 3996, 249.17, 34
